粵語,標準漢語1,標準漢語2
陀地費,(沒有對應詞彙),
推介,推廣介紹,
推出,"推薦,拿出(新的產品,方案,節目等)",出版(新書等)
檯檯,桌椅板,
抬轎佬,(沒有對應詞彙),
托手,拒絕幫助,拒絕
托市,(沒有對應詞彙),
托水龍,(沒有對應詞彙),
托塔都應承,(沒有對應詞彙),
拓展,開拓,發展
湯丸,湯圓,元宵
,剖開,切開
車,(沒有對應詞彙),
唐餐,中餐,中式飯菜
堂座,(沒有對應詞彙),
堂費,訴訟費,過堂費
塘底泥,(沒有對應詞彙),
塘,(沒有對應詞彙),
塘虱,鬍子,
糖不甩,(沒有對應詞彙),
糖水舖,賣有湯的甜食的小食店,
糖黐豆,形影不離,關係很親密
土鯪魚,鯪魚,
土炮,(沒有對應詞彙),
套戥,(沒有對應詞彙),
套現,(沒有對應詞彙),
套票,(沒有對應詞彙),
肚耽,肚子,
肚腍,肚子不對勁,
叉電,充電,
差一皮,"(技術,水平)差一等",低一級
差唔多,差不多,
,(不小心)踩,踏
茶包,袋泡茶,
茶煲,麻煩,
茶芥,(沒有對應詞彙),
茶果,茶點,
茶寮,(沒有對應詞彙),
茶餐廳,(沒有對應詞彙),
搽脂蕩粉,塗脂抹粉,
差館,警察局,
差餉,(沒有對應詞彙),
差佬,(俗)警察,
差婆,(俗)女警察,
猜飲唱靚柄,(沒有對應詞彙),
踩,蹬,騎(車)
踩冰,(沒有對應詞彙),
踩低,搞垮,
踩……地盤,侵入……的勢力範圍,
踩蕉皮,踩西瓜皮,
踩住人膊頭,踩著別人的肩膀,
踩界,踩到界線上,
踩過界,踩到界線以外,
踩□□,溜旱冰,
踩親……條尾,指得罪某人,
踩場,(沒有對應詞彙),
柴可夫,"指""""司機""""",
柴台,喝倒采,喊倒好兒
拆招牌,把招牌拆掉,
拆家,(沒有對應詞彙),
拆骨,(沒有對應詞彙),
策騎,驅騎(馬),
劖,扎,劃破
餐搵餐食,(沒有對應詞彙),
剷泥車,推土機,
巉眼,晃眼,刺眼
,平底高邊的鍋,
,睜,
棖雞,(沒有對應詞彙),
棖雞婆,潑婦,
擦紙膠,橡皮膠,橡皮
擦鞋仔,指馬屁的人,
抄牌,(沒有對應詞彙),
炒老細魷魚,(沒有對應詞彙),
炒黃牛,(沒有對應詞彙),
巢,皺巴巴的,皺巴巴
巢□,皺皺的,
砌圖,拼圖,
齊頭,整,
齊齊,一起,一齊
親,(沒有對應詞彙),
親子,父母與子女,
親生,親,嫡親的(指同父母所生的)
親生仔不如近身錢,(沒有對應詞彙),
"趁你病,你命","趁你有病,要你的命",
七國咁亂,形容非常混亂,非常亂
七情上面,(沒有對應詞彙),
七除八扣,七折八扣,
七彩,熱烈,熱鬧
漆油,油漆,
抽後腳,(沒有對應詞彙),
籌,號兒,簽兒
湊,帶,陪同
湊夠一個好字,有一兒一女,
湊埋,湊夠,湊齊
車房,(沒有對應詞彙),
車房仔,(沒有對應詞彙),
車行,(沒有對應詞彙),
車葉,螺旋槳,
車轆,車輪,轆
車尾箱,(轎車的)行李箱,
車,車輪胎,
車頭相,(沒有對應詞彙),
車天車地,吹牛吹得天花亂墜,
扯鼻鼾,打鼾,打呼嚕
扯火,發火,火氣冒上來
扯氣,捯氣,
赤口,年初三,
青蟹,(沒有對應詞彙),
青靚白淨,(沒有對應詞彙),
請鎗,請人代筆(冒充),
黐,(沒有對應詞彙),
黐,沾光,揩油
黐總掣,(沒有對應詞彙),
黐家,戀家,
黐孖筋,嚴重精神失常,
黐筋,(沒有對應詞彙),
黐牙,黏牙,
黐身膏藥,黏在身上的膏藥,
黐黐地,(沒有對應詞彙),
似足,像極了,與……十分相像
似樣,像話,像樣
似模似樣,像模像樣的,
簽保,(沒有對應詞彙),
,抽,
潛質,(沒有對應詞彙),
僭建,私自搭建非法建築物,
千祁,千萬,
錢銀,金錢,錢
前個排,前一陣子,前些時候
前世唔修,前一輩子沒積德,上一輩子作了孽
錢七,(沒有對應詞彙),
清吧,(沒有對應詞彙),
清補涼,(沒有對應詞彙),
清倉,(沒有對應詞彙),
懲教署,(沒有對應詞彙),
錯蕩,(沒有對應詞彙),
鋤,埋頭幹某事,
鋤大弟,(沒有對應詞彙),
坐霸王車,乘客逃票,
坐波監,"(諧)(球員)被罰停賽,不能參加比賽",
坐正,(沒有對應詞彙),
坐飛機位,(沒有對應詞彙),
坐月,坐月子,
唱衰,到處說人壞話,議論
長短週,(沒有對應詞彙),
長氣,囉嗦個沒完,
出便,外面,外頭
"出得廳堂,入得廚房",(沒有對應詞彙),
出更,上班值勤,
出鏡,(沒有對應詞彙),
出蠱惑,(沒有對應詞彙),
出世紙,出生證,
出聲,作聲,吭聲
出水,焯,
出千,(非粵方言詞彙),
出位,破界,離了本
吹水,吹牛,
吹鬚睩眼,吹鬍子瞪眼,
催谷,(沒有對應詞彙),
脆皮雞,(沒有對應詞彙),
隨得,隨便,任隨
啋過你,(沒有對應詞彙),
睬佢都傻,傻瓜才理睬他(它),
菜乾,乾菜,脫水蔬菜
菜薳,(沒有對應詞彙),
財主佬,財主,有錢人
創意,(文)有創造性的,有新意的
床下底,床底下,床底下的空間
床褥,床墊,
床上戲,(沒有對應詞彙),
粗口爛舌,說話粗俗下流,
粗生,(沒有對應詞彙),
粗生粗養,(沒有對應詞彙),
草根階層,社會最底層的人,
燥火,上火,
醋埕,醋缸子,醋罈子
嘈,爭吵,
嘈生晒,吵得厲害,吵死人
嘈嘈閉,吵吵鬧鬧,鬧個不停
畜牲,牲口,牲畜
重,沉甸甸,很重
儲值票,(沒有對應詞彙),
穿崩,(沒有對應詞彙),
通脹,通貨膨脹的簡稱,
通脹率,通貨膨脹的百分比率,
通街,滿街,整條街
通渠,疏通溝渠,
通天巴士,(沒有對應詞彙),
"同人唔同命,同遮唔同柄","同是人,命運卻各有不同",
同撈同煲,一塊兒掙錢,一口鍋裏吃飯
同埋,同一的,相同的
同屋,同住的,
同屋主,同住的,
同聲同氣,(沒有對應詞彙),
童軍,童子軍,
團友,(沒有對應詞彙),
團契,(沒有對應詞彙),
團年,除夕夜家人團聚,吃年夜飯
斷碼,只剩下部份尺碼,
斷尾,根治,徹底治癒
脫戲,(沒有對應詞彙),
脫衣舞,(沒有對應詞彙),
脫星,(沒有對應詞彙),
娃娃裝,(沒有對應詞彙),
蛙人,潛水員,
子,(沒有對應詞彙),
華埠,(沒有對應詞彙),
華府,美國政府,白宮
嘩,,啊
話,告訴,建議
話,批評,責備
話,認為,看
話得埋,(可以)預料,
話都冇咁快,"說時遲,那時快",
話齋,正如……所說(的),所說
話之佢,管他的,
話咁易,十分容易,非常容易
話口未完,話音未落,
話落,囑咐,吩咐
話唔定,(沒有對應詞彙),
話唔埋,說不定,難以預料
話晒,說到底,不論怎麼說
話時話,(沒有對應詞彙),
話事偈,說了算,主事
加零一,(沒有對應詞彙),
畫則師,(沒有對應詞彙),
畫公仔畫出腸,(沒有對應詞彙),
畫鬼腳,(沒有對應詞彙),
玩謝,(沒有對應詞彙),
玩完,完了,壞了
玩新人,鬧新房,
還神,(沒有對應詞彙),拜神
環首死刑,絞刑,
橫丫腸,闌尾,盲腸
橫,橫豎,反正
橫水,(橫渡江河的)渡船,
滑落,(沒有對應詞彙),
滑捋捋,滑溜溜,
滑潺潺,滑溜溜的,
威化餅,維夫餅乾,華夫(餅乾)
威也,鋼絲,
為得過,划得來,
為皮,成本,
為,為了,
為乜,為甚麼,幹嘛
衛生麻雀,(沒有對應詞彙),
瘟瘟沌沌,迷迷糊糊的,暈乎乎的
搵,拿,用
搵笨,騙,愚弄
搵丁,騙人,使人上當
搵周公,(諧)睡覺,入夢
搵著數,佔便宜,討便宜
搵腳,找搭檔,找人
搵工,找工作,
搵老襯,(俗)騙人,讓……當冤大頭
搵窿捐,(沒有對應詞彙),
搵米路,找生計,找活路
搵銀,賺錢,掙錢
搵食,謀生,找生計
搵做,找活幹,找工作
雲耳,木耳,
雲吞麵,餛飩麵條湯,
暈浪,暈船,
混吉,亂來,白忙活
運,從,打
屈氣,憋氣,
屈尾十,(喻)掉頭,
鶻突,突兀,魯莽
□嘩鬼震,喧嘩嘈雜,
禾稈,稻草,
和暖,溫,溫和
和頭酒,(沒有對應詞彙),
,(沒有對應詞彙),
鑊氣,(沒有對應詞彙),
鑊撈,鍋底灰,鍋灰
王老五,單身漢,
皇氣,(沒有對應詞彙),
黃大仙,有求必應,
黃腫腳,(歇)不消蹄,
黃腳雞,(沒有對應詞彙),
黃瓜酸,醃酸黃瓜,
黃頁,(沒有對應詞彙),
黃綠醫生,庸醫,江湖醫生
黃面婆,黃臉婆,
黃皮樹了哥,(沒有對應詞彙),
黃色架步,色情營業場所,
黃粟,黃米,黍子
往陣時,(沒有對應詞彙),
旺丁唔旺財,(沒有對應詞彙),
旺舖,(沒有對應詞彙),
污糟邋遢,骯髒,卑鄙下流
烏喱馬扠,亂七八糟,(字蹟)潦草
烏低,俯下,
烏燈黑火,黑燈瞎火,
烏喱單刀,糊里糊塗,一塌糊塗
烏眉瞌睡,睡眠不足,打瞌睡
胡天胡帝,胡鬧,鬧成一團
胡胡混混,庸庸碌碌,
鬍鬚特,鬍子拉碴,
鬍鬚佬,大鬍子,長著絡鬍的人
回報率,(沒有對應詞彙),
回軟,(沒有對應詞彙),
回購,(沒有對應詞彙),
回水,把錢拿出來,
回吐,(沒有對應詞彙),
回穩,(沒有對應詞彙),
會所,(沒有對應詞彙),
思思縮縮,拘束,拘謹
竹枝,竹簽兒,
噉,(像)……似的,
跟,處理,擔負責任
□惜,小心,愛惜
陀地,土霸,
睇睇,看看,
有,有些,有一 些
唔,不,
買……怕,怕了...,
,哄,
估唔到,想不到,
碌爆,透支,
瓣瓣,每方面,每樣
行山,遠足,登山
跣,滑,
今趟,今次,這次
料,資料,消息
教落,教導,教過
包二奶,養小老婆,找小老婆
撐腳,(兩人)一起吃飯,
耍手擰頭,拒絕,連連說不
吼,看得上,
屈,冤枉,冤屈
益街坊,便宜街坊,
郁,動,
梗,一定,
正,好,
耐,久,
派,發,
嘆,享受,
玩,耍把戲,耍花樣
著數,利益,有利可圖
得閒,有時間,有空兒
發風,亂說,亂說話
梗係,當然,
呃,騙,
大舊衰,大塊頭,
蒲,玩樂,耍樂
衰到貼地,極倒楣,霉到極
食正,(沒有對應詞彙),
傾掂,談妥,談好
搞掂,弄妥,完成
搞笑,惹笑,逗樂
帶挈,提拔,
學生妹,女學生,
搏命,拼命,玩兒命
交足功課,盡了力,
吊威,吊鋼線,
獅子開大口,漫(瞞)天要價,
黑,運氣不好,倒楣
呻笨,吐苦水,
卒之,最終,最後
執二攤,後補,後備
木木獨獨,木訥,
細,小,
有碗話碗有碟話碟,實話實說,就事論事
吼準,抓準,盯準
型,時髦,入時
膽正命平,(沒有對應詞彙),
回水,退款,退票
企硬,立場堅定,堅守立場
不特止,不單止,不止
搭夠,(沒有對應詞彙),
揀,(不是粵方言詞),
搶食,(沒有對應詞彙),
惹味,好味道,
熱賣,暢銷,
花巧,虛有其表,華而不實
勝在,好在,
街坊look,普通打扮,
見識下,見識一下,
咪話,不要說,
實行,(沒有對應詞彙),
玩轉,(沒有對應詞彙),
,的,
蒲D一族,經常流連的士高的人,
扮靚靚,打扮,
搶鏡,奪目,搶鏡頭
乜花款,任何式樣,
夾個,配上,配合
好玩,(不是粵方言詞),
旺場,熱鬧,
驚嚇,驚險,
蒲bar,流連酒吧,
孖屋,相連的兩間房子,
地方,浪費地方,
搵娛樂,找娛樂,找消遣
重,還,
行街街,逛街,上街
哂你,適合你,
鬼咁...,非常...,極...
扮鬼扮馬,化妝,
估,猜一下,
去,適合參加,
先至,剛剛才,
近排,最近,近來
...到,得到,
唔得,不行,不可以
唔反,不反轉,
,這些,那些
出過,推出,
紙,浪費紙張,
有,有了,
埋,(沒有對應詞彙),
都算,可算,算是
好賣,暢銷,
每隻,每種,
成,約,差不多
墨頭,墨嘴,
計落,算起來,
唔少,不少,
同,(不是粵方言詞),
講,說到,論
個,的,
唔止,不僅,不單
長命斜,陡坡,
,(沒有對應詞彙),
送,(不是粵方言詞),
好抵買,好實惠,好便宜
...得過,(沒有對應詞彙),
威到盡,出盡風頭,風頭十足
得啖笑,只值一粲,
鹹濕佬,猥瑣的男人,好色之徒
冇野講,沒話好說,
諗,想,
撲波,救球,
試玩碟,樣本碟,試用碟
大一大,(沒有對應詞彙),
唔捨得,捨不得,
多少少,多一些,
之餘,之外,
六號,(沒有對應詞彙),
入面,裏邊,裏面
頭尾夾埋,前後,前後合(總)共
無癮,沒意思,沒趣
擺明,分明,明明白白
問你怕未,看你還敢不敢,
清清,清清淡淡的,清淡的
食,吃點兒,
淡淡聲,(沒有對應詞彙),
用,用來,
搖,搖動一下,
唔關,不關,無關
剁碎,(不是粵方言詞),
...過夜,...一晚上,隔夜
淋,澆,
玩耐,耐玩,禁玩兒
跌晒眼鏡,失望,出乎意外
修身,(沒有對應詞彙),
超筍價,特價,特別便宜的價格
晒,最適合,
就近,(不是粵方言詞),
拎,拿,
出,出來,
有排玩,玩好一陣子,
睇料,閱讀資料,
悶悶地,有點悶,
打番幾鋪,(沒有對應詞彙),
實際,(不是粵方言詞),
快且,最快,
一齊,一起來,
唔淨止,不僅,不單(單)
響度,在這裏,
都得,也可以,也可以的
丫,呀,
唔識行,不會走,
少,少了,
搏殺,賭博,
咯,了,
面,面色難看,
蒲飛,自助餐,
有窿,有洞,有窟窿
唔要得,要不得,
快快,(不是粵方言詞),
番,吃,
跳樓價,特別便宜的價錢,
招徠,(不是粵方言詞),
記住,(不是粵方言詞),
~到死,非常...,極...
喱士,花邊,
咁就,這樣就,
冇耐,沒多長時間,
手快有、手慢就冇,動作要快,
批畀,分派給,
來路貨,進口貨,
家,現在,
~鬆,...多,約...
晒你命,令你陶醉,
癲到無倫,非常瘋狂,
囉,了,
蒲友,玩樂者,到娛樂場所玩樂的人
癲番晚,瘋狂地玩樂一夜,瘋狂一晚
嘩鬼節,(沒有對應詞彙),
~粒鐘,~個小時,個小時
喎,啊,
一,一塊塊的,
追貼,緊隨,緊跟
襯埋,配合,
唔多夾,不太配合,
畀返,給回,退回
等咁耐,等這麼長時間,
著衫,穿衣服,
唔錯,不錯,
先有,才有,
真一樣,真的一樣,
食住條水,因利乘便,乘勝追擊
極低價,非常便宜的價格,
唔見得人,見不了人,
撈埋,涉及,
睇點,看一下怎麼樣,
分到餅仔,分一杯羹,
搞手,主辦人,主辦者
認真,真的,
睇,適合看,
有睇頭,有瞄頭,有看頭
沖涼,洗澡,
一,歇一歇,
成日,(不是粵方言詞),
嬲爆爆,怒氣沖沖的,氣鼓鼓的
亂諗,胡思亂想,
又話要,又說要,
火候,(不是粵方言詞),
校,調較,
好,正好,
封門腩,(沒有對應詞彙),
滾水,開水,
黑,黑黑的,
咁款,...的樣子,
,(沒有對應詞彙),
摵,撕走,
衣,皮,
肥膩,油膩,
汆水,(沒有對應詞彙),
滑腍,滑溜,
淨,單,
且,而且,
厚身,厚厚的,
胃口,(不是粵方言詞),
細細,不大,很小
,(沒有對應詞彙),
熱賣價,廉價,
度身做衫,量身定做衣服,定做衣服
梳乎,享受,
撕,(不是粵方言詞),
豪裝,豪華裝修,
講價,討價還價,
腳仔軟,腿都軟了,
講開,說起來,
街機,(沒有對應詞彙),
要威要面,喜歡出風頭,
搣,除去,
碎,搗碎,
睇定,三思,看準了之後
眼超超,眼光不友善,
狂毆,瘋狂地毆打,
打躉,(長期)盤踞,
勾手指,(沒有對應詞彙),
楔灶罅,(喻)嫁不出去,
濕水,弄濕了,
翻手,重新,
動,(不是粵方言詞),
嚇怕,嚇倒,嚇壞了
黏住,粘著,
估波膽,猜球,
賭波,賭足球賽,
隻揪隻,單打獨鬥,
無家教,沒家教,
阿仔,兒子,
串,搞垮,
操上,走到,
愈吹愈盛,越演越烈,
負,辜負,虧欠
搭膊頭,搭著肩頭,
加碼,(不是粵方言詞),
玩足,玩夠,
抵死,死有餘辜,該死
係咪,是不是,
無乜,沒什麼,沒有什麼
俾,給,
支,根,
拮傷,刺傷,
一啖飯,一口飯,
狂掃,掃射,
湊仔,帶孩子,
攬著,抱著,摟住
塊,面,
就住,(沒有對應詞彙),
跣,作弄了一次,
投,投標,
畀,給,
,駕駛,開
吮,(不是粵方言詞),
行,走一走,
度,量一量,
冇得比,沒法子相比,
緊,將會,跟
男友,男朋友,
冇幫襯,沒有光顧,
襯到絕,極為合襯,非常相配
地面化,公開化,
噱頭十足,很有看頭,
爽,豪爽,過癮
契爺,乾爸爸,乾爹
襟著,耐穿,禁穿
頂帽,這/那頂帽子,
厚疊疊,沉甸甸的,
泡泡地,(沒有對應詞彙),
唔講得笑,不能說笑,不是開玩笑的
閃閃,閃著,
郁手,動手,
機身,主機,
賣得,暢銷,
兼且,而且,
乾噌噌,單調的,
皮,截兒,
咁制,(沒有對應詞彙),
~零,~多,~來
除,氣味,
呷,喝,
~到死死,(沒有對應詞彙),
死死地氣,不情願地,
的骰,小巧,小巧
頂檔,冒充,充數
有找,有零錢找,到不了
碎牛,碎牛肉,
一,一下子,
撻,摔,
邊,(不是粵方言詞),
麵,(不是粵方言詞),
苦辛,自找麻煩,自討苦吃(口)
咋,(沒有對應詞彙),
興,(不是粵方言詞),
,揹,
人地,人家,
白領一族,白領階層,
執得正,穿得整齊,
白領友,白領階層,
,休息一下,
,那塊東西,
勢係假,(沒有對應詞彙),
忠實擁躉,忠心支持者,全力支持者
巴,號碼,
雜嘜,雜牌兒,
慳位,節省位置,節省地方
順帶,(不是粵方言詞),
好名,好名字,
定,還是,
衰名,不好的名字,
唔怕生壞命,不怕生下來就命不好,
騎呢,奇特,古怪
話你知,告訴你,
玩餐飽,玩個夠,
抵死,過癮,
夠喉,夠,夠勁兒
索,聞,嗅
搽,(不是粵方言詞),
肚奄,肚子,
彈牙,有咬勁兒,
好食,好吃,
由細到大,從小到大,
卜卜脆,酥脆,又酥又脆
午餐,(沒有對應詞彙),
實要,一定需要,
撞過,(沒有對應詞彙),
焊,(不是粵方言詞),
無事,平安無事,沒事
鼓譟,(不是粵方言詞),
新牌仔,剛考獲車牌的人,
分豬肉,平均分配,
得米,行,
成層樓,(沒有對應詞彙),
大肚,懷孕,大肚子
有得,(沒有對應詞彙),
陀,懷著,
食開,一直服用,
陰功,可憐,
單拖,一個人,
棟篤笑,(沒有對應詞彙),
一排,一陣子,
整爛,弄破,
落袋,進帳,進了(入)腰包
到實,盯緊,進了(入)腰包
犀利,厲害,
累,(不是粵方言詞),
有傾有講,有說有笑,
斟,談,接洽
部頭,(沒有對應詞彙),
大卡士,陣容強大,
催谷,宣傳,
瘀,瘀傷,青一塊紫一塊(口)
食住上,接著上,
今勻,這次,
富婆,有錢女人,
渣,差,
大搞,(沒有對應詞彙),
爆晒燈,(沒有對應詞彙),
囡囡,女兒,
係點,是甚麼,
夾,合襯,相稱
噓,喝倒彩,叫(喊)倒好兒
眼濕濕,淚盈於睫,含眼淚
似,(不是粵方言詞),
傾唔掂數,談不攏,
周圍,四處,
爆粗,粗言穢語,耍流氓
鬧交,吵架,吵嘴
食晏,吃午飯,
剪低,剪下,
洗錢,(不是粵方言詞),
水貨,(不是粵方言詞),
擠爆,擠破,
蹺妙處,(沒有對應詞彙),
領口位,領口位置,
